,Q-sv(20%),Q-sv(10%),Q-sv(2%),Q-sv(1%),Q-ov,L-sv(20%),L-sv(10%),L-sv(2%),L-sv(1%),L-ov,S-sv(20%),S-sv(10%),S-sv(2%),S-sv(1%),S-ov,T-sv(20%),T-sv(10%),T-sv(2%),T-sv(1%),T-ov
21,10,13,20,24,24,4.293178793934652,4.510680110399029,5.4526130409080364,5.031653214195553,5.000477321421211,1.1757121391737635,1.2472103142933388,1.4672313452851622,1.4647201037793238,1.456010517934976,0.047373294830322266,0.08565330505371094,0.12474274635314941,0.12850713729858398,0.13820123672485352
22,8,11,19,20,21,3.7550435966265328,3.9893568972044493,4.491971804455838,4.87937087665569,5.0152501002948995,1.01933806382552,1.0553556878331625,1.2713210035775786,1.300231868185272,1.3359629961200463,0.04205465316772461,0.1804664134979248,0.1132655143737793,0.11701273918151855,0.14528799057006836
23,10,11,14,14,14,4.444856250058042,4.516141042328089,5.186876909330311,4.985622165795135,4.985622165795135,1.2382224345636659,1.2530417347477336,1.3981589897414934,1.3415451011810835,1.3415451011810835,0.04389190673828125,0.05204319953918457,0.08173513412475586,0.06629276275634766,0.07604074478149414
24,9,12,19,23,26,3.927364014419021,4.289028063787648,5.12404692553095,5.072765813113399,5.851502350326232,1.1095779539205968,1.2361698381150172,1.4606448387300437,1.5210379369983689,1.552704615260014,0.04946446418762207,0.07391619682312012,0.11635923385620117,0.12057638168334961,0.24327731132507324
25,9,12,21,27,29,3.63422194279728,3.9847100839485967,4.701975192263281,5.675534434834396,5.922230319734074,0.9671032452339224,1.1381429717994758,1.2202132547430178,1.4161031179144372,1.4671792982751315,0.05057096481323242,0.07912373542785645,0.12469077110290527,0.13235259056091309,0.14460468292236328
26,7,13,28,28,29,3.760034305345803,4.518789788328013,5.781758205498556,5.855658962018713,5.706963653307785,1.0320840938467055,1.3918178245383341,1.5408990600156964,1.6942716773067787,1.7345903153166122,0.05504965782165527,0.11146664619445801,0.15425395965576172,0.13400650024414062,0.07191801071166992
27,8,9,20,23,26,3.7741573354154667,3.8282537966505363,5.25207889343489,5.017922713278224,5.602871577391278,1.0257300997604573,1.0253395431279768,1.394517345071342,1.3262226581183392,1.3918397306453065,0.028148651123046875,0.03799581527709961,0.0572054386138916,0.06492209434509277,0.08094406127929688
28,9,11,12,12,13,3.8603928494193354,4.1686074252178065,3.9966757810531144,3.9966757810531144,4.3397678571474225,1.041139203217597,1.134689925550387,1.0700835399702167,1.0700835399702167,1.1947138308429117,0.02806854248046875,0.03519010543823242,0.0467679500579834,0.049138545989990234,0.05184173583984375
29,8,14,22,23,23,3.673573924587212,4.629500480801501,5.011750146728339,5.376152223620962,5.562629736866476,0.9302422100179097,1.1146630525140875,1.3572433308536542,1.371772318297824,1.4250265783507312,0.03240394592285156,0.042743682861328125,0.07182526588439941,0.07931947708129883,0.07459163665771484
30,8,12,23,25,27,3.7561771354114053,3.7597020836460215,5.983174039411407,6.158600778097493,6.204186546693046,0.9651036862809648,1.0359493250067087,1.4106204570735028,1.4381003765140827,1.4554492931240597,0.026470661163330078,0.039129018783569336,0.06971263885498047,0.0859377384185791,0.07202482223510742
31,10,16,21,23,24,4.383930997688619,4.932776748957334,5.8929297562160565,6.485250405698044,6.121653209970779,1.1142814354377173,1.1606473670962714,1.3586682639407952,1.3871687774913817,1.4008272756097457,0.11711668968200684,0.03827047348022461,0.051001787185668945,0.053936004638671875,0.05537581443786621
32,9,10,13,13,15,3.8554615140528155,3.9598887866591763,4.300263776824416,4.333672160766905,4.482665506820235,1.0382109308403455,1.0947460376537783,1.190978237279393,1.1934819235293328,1.2466616639790289,0.023917436599731445,0.03359174728393555,0.04922962188720703,0.05279111862182617,0.06508040428161621
33,8,11,14,19,20,3.7570371863589047,3.9534566566423783,4.4567095613994265,5.1250082493102,5.606569779491695,0.9844863719067857,1.0669654137479965,1.1590705409042423,1.1265852917670787,1.1775382138735924,0.02652740478515625,0.04047536849975586,0.06062126159667969,0.1527092456817627,0.06960105895996094
34,11,12,16,17,22,3.8870221479438767,4.099529302469394,4.677500962565098,4.51890771904771,5.057680797708509,1.054162402295453,1.1254267047307862,1.4202435683558625,1.382518900099117,1.3964737229477937,0.031479597091674805,0.04133749008178711,0.061609745025634766,0.06400179862976074,0.06862974166870117
35,8,10,12,13,16,3.7401238586281833,4.058445321475596,4.100522486027427,4.3199829441068625,4.951653047050681,0.9737666854860089,1.0937552709777993,1.078590190924709,1.1359590412120846,1.2796752577295174,0.02513432502746582,0.03571724891662598,0.05159425735473633,0.05069375038146973,0.0556180477142334
36,8,12,18,19,19,3.8449331386752785,4.261333390988753,4.66549757425664,4.6452852687316515,5.082699512445051,1.0230267691340118,1.1123718919657408,1.3100886632753468,1.314581608035853,1.3424030101339912,0.11503434181213379,0.04236912727355957,0.06441044807434082,0.06921029090881348,0.07270097732543945
37,9,11,24,25,26,3.886940408600192,4.237969261171023,5.339045615761384,5.302420230056146,5.4228695437246515,1.03663990362251,1.048884655519366,1.3376608401062586,1.3296935434388515,1.3598322169955763,0.024921655654907227,0.04231834411621094,0.06657075881958008,0.08470582962036133,0.07351565361022949
38,7,10,18,18,20,3.530260147076502,4.03465508495699,5.917050751875685,5.852662447796561,5.463261823797573,0.9062111130894147,1.0421493792721883,1.5631626601814572,1.5433482323143277,1.6033485574363602,0.02409219741821289,0.030663490295410156,0.04523921012878418,0.05296611785888672,0.04997897148132324
39,9,13,14,17,19,4.064987748364679,4.882076832976831,4.9289308110460865,5.427375248099352,5.230440860830737,1.1185607755463678,1.3695524577060432,1.3909574555822544,1.2377747674989974,1.275987147058728,0.02128767967224121,0.026972532272338867,0.03747701644897461,0.03705549240112305,0.039620399475097656
40,10,12,14,19,21,3.8021803871228226,4.010300043225265,4.568466156705845,5.269504308192286,5.758147784900612,1.016173771610097,1.0698416898599292,1.3647020018984286,1.4246644611815926,1.4505696781786726,0.029538869857788086,0.03833293914794922,0.05083775520324707,0.15091633796691895,0.06326913833618164
41,10,13,22,24,29,3.9445949711800097,3.9087195967671318,5.588479043423009,5.165794729348862,6.330731548368124,1.0704301063160084,1.0657902703786768,1.516367816241657,1.3827639272800842,1.548846670226964,0.030844688415527344,0.04701805114746094,0.08641314506530762,0.07398581504821777,0.0769815444946289
42,9,11,21,23,25,3.607454030168172,3.984867146292488,5.441630744686648,5.405433714165783,5.51203512194769,0.9702339873771172,1.1393562078342472,1.5428146534086729,1.5375286808770654,1.5307368158883354,0.028476476669311523,0.04637908935546875,0.06884169578552246,0.06836247444152832,0.07366394996643066
43,8,9,11,11,12,3.7232948790428693,3.68739720005129,4.001921768924149,3.7696691425716558,3.7482247699133753,0.9652261988145169,0.9450689478786121,1.02035969477381,0.9782219536916308,0.9837040803091899,0.10828399658203125,0.031010866165161133,0.04871034622192383,0.05266380310058594,0.06446528434753418
44,11,15,21,24,25,3.887512696166039,4.245951160464899,5.106380053731649,5.270063537053182,5.152950684811288,1.0584796059484933,1.0808266325611005,1.274926042890612,1.2559566287411936,1.2928413675687656,0.028960704803466797,0.056296348571777344,0.07258820533752441,0.08214116096496582,0.08282923698425293
45,11,15,23,27,30,4.514303555828049,4.797698248558747,5.120318094969081,5.25330337940299,5.740318732360783,1.3188547404454833,1.408492600815556,1.5238768752642036,1.5480789337092808,1.6693683394588945,0.029299259185791016,0.04233217239379883,0.06852340698242188,0.17990994453430176,0.08707118034362793
46,7,8,13,13,13,3.627910197379681,3.9770003666110076,4.25996428083847,4.262634254518694,4.3572426558917545,0.9368209830761985,1.0454657124605802,1.1280041620002275,1.1422931872157285,1.1610228207334077,0.0212249755859375,0.027060985565185547,0.0358278751373291,0.0463862419128418,0.03964996337890625
47,7,12,18,19,20,3.47100054144577,4.11043938540157,4.876595334159011,5.390472640778646,4.865534813543074,0.8513824091305875,1.0808248364224649,1.2818669914401026,1.4467325262128954,1.3914871322155804,0.03576779365539551,0.04348611831665039,0.059883832931518555,0.0606379508972168,0.07072949409484863
48,6,12,27,27,28,3.434474440183445,4.256107190894803,5.770748509425876,6.205611572652442,6.73016152188856,0.8584368768791103,1.0192462037701862,,,,0.029061079025268555,0.046067237854003906,0.15128803253173828,0.0632014274597168,0.06597900390625
49,8,13,22,23,25,3.7041954341518704,4.375636269445296,5.326453579779599,5.191261571439798,5.344006861058211,0.9807754790502969,1.192381834792412,1.3628400233669904,1.3141843407586518,1.4887712988580257,0.025635242462158203,0.037424564361572266,0.06033921241760254,0.06467294692993164,0.06708931922912598
50,11,13,18,20,25,4.0933981078831145,4.353647277865208,4.8131708273197225,5.3004990027761005,5.529278623471289,1.139962290940611,1.213072012459407,1.277077171893729,1.4002155482882914,1.444798337564447,0.03202080726623535,0.043817758560180664,0.06135725975036621,0.06962442398071289,0.07092404365539551
51,8,15,20,21,22,3.4765030609881937,4.723593633608318,4.616773567396982,4.949409642520747,5.225048873899936,0.8784586471970479,1.2149580471736146,1.0434585329445218,1.1280170210587928,1.1555723507881037,0.11982607841491699,0.040482282638549805,0.05317378044128418,0.055228233337402344,0.05697917938232422
52,10,13,19,22,27,4.232991899271255,4.218251303392027,5.227381497184213,5.809542082199186,5.88346426392415,1.2163130338865284,1.1673141087841736,1.3303336333762978,1.5779340546103908,1.5615616929949931,0.025074481964111328,0.04466080665588379,0.07682967185974121,0.06987738609313965,0.07580113410949707
53,11,13,21,21,22,4.269916301089317,5.034626242683562,5.200525398619943,5.260977947933968,5.137603831566033,1.2318947540022576,1.4024432493209706,1.4557386356159752,1.4882649620340547,1.5403375091412352,0.025571823120117188,0.036426544189453125,0.15444183349609375,0.06334924697875977,0.06363248825073242
54,9,13,23,24,25,3.9944923298634323,4.397829747697229,5.416336276298991,5.416323887381967,5.928233664414389,1.1266490575186885,1.2174128362493164,1.5017462466237592,1.490036976292261,1.6006342729923755,0.027068376541137695,0.041095733642578125,0.060289621353149414,0.06467795372009277,0.06539058685302734
55,9,10,23,24,26,4.009146985737839,3.9179608190008643,5.1310646440023735,5.284799272286383,5.415113683483287,1.1187082189190587,1.084367666259837,1.255707850566713,1.30338124141572,1.3085125874289893,0.025037527084350586,0.038254737854003906,0.05713033676147461,0.05905270576477051,0.06443667411804199
56,10,15,28,35,36,4.379142520484546,5.155424821110252,6.1976024602953865,7.072795169541321,6.989075905606544,1.303535850286758,1.5024389840751562,1.4878451994620128,1.6127092611191693,1.6823784172664942,0.025826215744018555,0.03838229179382324,0.061707258224487305,0.0672457218170166,0.07115626335144043
57,10,13,26,27,30,3.998938985868944,4.209482150111173,6.437208258586474,6.174706462303449,5.925212255309917,1.101095568948256,1.1866648968231037,1.514372619634357,1.5236042328358097,1.560052330769672,0.034761667251586914,0.0511167049407959,0.07503223419189453,0.0814981460571289,0.17333245277404785
58,8,13,20,21,23,3.8744609508914856,4.50886196626163,5.434577353227629,5.22252912374638,5.253121728800489,1.0101932201451411,1.2202061498885692,1.3921374445261478,1.309383680810638,1.27767236282206,0.026201963424682617,0.04363226890563965,0.06448125839233398,0.07017064094543457,0.06885051727294922
59,10,13,14,15,16,4.296993705098181,4.883282268736964,4.792860993413589,4.856857746725393,4.807827262909482,1.246973786082652,1.2818070311599916,1.3188624053010716,1.3241999818207806,1.2081490067382108,0.023965835571289062,0.032755136489868164,0.04179072380065918,0.04534506797790527,0.0519256591796875
60,9,14,27,29,34,3.7106879327310915,4.440202508821216,6.081852252019676,6.23560381407275,6.915757075906681,0.9967376807887537,1.18204579224768,1.6180763604658324,1.5937499179196077,1.740696325485099,0.03531765937805176,0.1503005027770996,0.07603573799133301,0.08102703094482422,0.09164619445800781
61,10,13,19,19,20,3.788025678327407,4.071258927161165,4.646486509063972,4.606160922203089,4.925241821045101,0.9672831748649864,1.089828855158579,1.2334497896525223,1.2280859024161508,1.196954774142836,0.023830890655517578,0.04738354682922363,0.06407713890075684,0.06811380386352539,0.06905961036682129
62,8,15,21,24,26,3.699269807020051,4.36153202993063,5.4299681479202295,5.542320977943657,6.113279068486202,0.9734543340683159,1.1141179250373991,1.3352175957151928,1.5461299431055464,1.515817774494498,0.029514074325561523,0.04489564895629883,0.1684715747833252,0.07644510269165039,0.0911097526550293
63,9,13,18,23,27,4.033507276391008,4.531958088886349,4.98101561688766,5.241429738238512,5.845405188278431,1.0949712521888777,1.2528122779126913,1.3769236907145654,1.5512115237076896,1.6401374551542383,0.0271146297454834,0.03798675537109375,0.05809378623962402,0.062081336975097656,0.06570196151733398
64,9,14,20,20,21,3.92158021027857,4.886013100281605,4.645845431927535,4.645845431927535,4.982541135224956,1.0401792554807876,1.3584240826843548,1.3109190230744208,1.3109190230744208,1.3471752943639863,0.02510237693786621,0.03801393508911133,0.06245851516723633,0.06270265579223633,0.06476616859436035
65,9,11,16,16,16,3.6879843335174898,3.7760720755038513,4.3682065433960275,4.3682065433960275,4.3682065433960275,0.9928124491520169,1.0146290041275448,1.10620224118879,1.10620224118879,1.10620224118879,0.11722588539123535,0.03713822364807129,0.051360130310058594,0.05450129508972168,0.0607452392578125
66,8,11,12,12,12,3.5441730934947575,4.293612979604655,4.358807271686203,4.455107767878102,4.455107767878102,0.920925845495421,1.1893523566354298,1.2212791189590608,1.2426642840023676,1.2426642840023676,0.022356271743774414,0.03365182876586914,0.049692392349243164,0.06392121315002441,0.0529172420501709
67,10,15,25,30,34,4.106485145991227,5.359565942108787,5.161313389348296,5.575851803526259,5.787738043514512,1.140211808211147,1.4598228081698856,1.2331482250606394,1.3550213191723155,1.373495646813321,0.03068232536315918,0.05346107482910156,0.17093157768249512,0.07712817192077637,0.08651137351989746
68,8,12,20,22,24,3.551140436452395,3.8619580534236566,5.669395049641477,5.5353992333663165,6.067450196952373,0.9245002264404554,1.063139420637193,1.4398870318134767,1.5174184343937616,1.4527681806623893,0.03505277633666992,0.054225921630859375,0.0887148380279541,0.08052468299865723,0.08120465278625488
69,10,14,22,23,23,3.9573658745114537,4.703263736442299,5.2832387804129795,5.615333063609059,5.321965197074039,1.0262875099346294,1.2657830694938117,1.362646775218107,1.416518900668862,1.4479262800414834,0.028997421264648438,0.03591585159301758,0.05558586120605469,0.05678081512451172,0.06267261505126953
70,10,12,19,20,21,4.390287568158881,4.687098413551855,5.684467718889921,5.422170907433714,5.613582751983503,1.3211106360788283,1.4855308849862612,1.7379675330765287,1.6891410248862757,1.6483514557200083,0.028198719024658203,0.03730273246765137,0.05396890640258789,0.05607461929321289,0.05944967269897461
71,7,9,12,13,13,3.44262490149275,3.5066707512048,4.002158101768486,4.140345646381096,4.206420358108467,0.8638539244943186,0.9034597420497759,1.080593244221528,1.1044849526233813,1.1251765135406437,0.022653579711914062,0.026402950286865234,0.038105010986328125,0.038370609283447266,0.15352320671081543
72,8,10,15,15,17,3.7891843575623194,3.935712334860407,4.167481902659926,4.167481902659926,4.24095615662104,0.9893994745738098,1.042751861133731,1.131577552169455,1.131577552169455,1.1511924450149742,0.02350616455078125,0.0578305721282959,0.0689091682434082,0.05747652053833008,0.07796525955200195
73,9,12,21,26,29,3.6808651039078306,4.269827756846525,4.514547927106938,5.287665238079077,5.234696120605147,0.9723784555705712,1.1696528253696938,1.3001585409163896,1.4088741772218853,1.4996788760811675,0.03026890754699707,0.04497671127319336,0.0702056884765625,0.07785916328430176,0.07837224006652832
74,8,11,15,16,18,3.8884745730895434,3.9815492405626873,4.655759192276606,4.835564801287282,5.325563899840509,1.0569247434945217,1.112608698886275,1.2740048443786869,1.3323310474137464,1.420708623413136,0.1158595085144043,0.03225898742675781,0.04825282096862793,0.05036783218383789,0.05251121520996094
75,8,13,19,19,23,3.9682950525143985,4.320922852281098,4.6418667587359925,4.6418667587359925,5.278916715347522,1.0682220781259577,1.2440229473145257,1.3534929266444076,1.3534929266444076,1.3441719445070057,0.02495884895324707,0.03981924057006836,0.07173442840576172,0.06259536743164062,0.07298636436462402
76,6,12,13,13,17,3.325093345178315,3.957193843569338,4.068929444120857,4.054210220188424,4.867732248834879,0.8015326665728387,1.0567412428697047,1.0561225795507478,1.0615975566957667,1.2710270856329966,0.023661136627197266,0.03355836868286133,0.043357133865356445,0.046202898025512695,0.048203468322753906
77,8,13,20,20,21,3.3300834929939045,4.104829727455159,5.110082896127667,4.98293743613527,5.057144472036799,0.819062922628117,1.0036072960941875,1.2372014191046357,1.2234906178233238,1.212492602624489,0.12198567390441895,0.050137996673583984,0.0703740119934082,0.08291816711425781,0.0815119743347168
78,8,11,13,14,16,3.5310117481404535,3.9763823023018587,4.220471497473841,4.425362805189505,4.479348892217892,0.8873566294097364,1.0567873269406354,1.1493103512240117,1.2117115651714283,1.234770896214831,0.0221097469329834,0.032143592834472656,0.047670841217041016,0.04907941818237305,0.05480790138244629
79,8,9,16,17,18,3.669542475086419,3.619264898594179,4.566730415982697,4.628345524122645,4.887336882711819,0.9162977065678778,0.9100141862230163,1.1453429142206266,1.1546277426171299,1.2543485560848835,0.023859262466430664,0.03322553634643555,0.14324140548706055,0.05350327491760254,0.06289315223693848
80,11,12,18,18,21,3.978751922236501,4.359217059234337,4.852301056764621,4.7892553442827115,5.0199578638551845,1.0905202547980877,1.2149597327050194,1.2259620349860443,1.2042806973280311,1.317945311272208,0.02738475799560547,0.038706302642822266,0.0549159049987793,0.061810970306396484,0.062241554260253906
81,10,12,18,22,22,4.453310893932948,4.493967617974113,5.901915152560177,6.561549676536256,6.561549676536256,1.2517706998990263,1.2653559437360151,1.4503699932620353,1.6130388281646664,1.6130388281646664,0.02603435516357422,0.03834271430969238,0.05491757392883301,0.061377525329589844,0.05910062789916992
82,9,15,19,20,20,3.9575228825156263,4.678175664695459,5.220911637075589,5.26140587809811,5.26140587809811,1.0417106251505739,1.2243888971388277,1.353693317231942,1.366130171073363,1.366130171073363,0.0303800106048584,0.060846805572509766,0.06398677825927734,0.06739163398742676,0.07800173759460449
83,8,14,25,30,31,3.5162787438579177,4.376117022728801,5.15260562185789,5.623830955115049,5.878992943921936,0.9002071893499776,1.123512434036134,1.3353219212549963,1.4159173979772925,1.4552992547168104,0.028667211532592773,0.05636024475097656,0.07684111595153809,0.1213388442993164,0.08086109161376953
84,8,12,17,25,25,3.709712508712689,4.115960047461605,4.617004864536452,5.143093461610748,4.699277313109819,0.9609530912445587,1.1237429333550573,1.2347430560207848,1.3833931085486786,1.3126761639480047,0.026206016540527344,0.1385364532470703,0.05858802795410156,0.0740046501159668,0.06489324569702148
85,10,11,14,15,15,3.697346861104176,4.371071526487109,4.031134312671735,4.1188394512279025,4.1188394512279025,0.9969677779112227,1.1976416175956155,1.0853742165919893,1.0846655622590502,1.0846655622590502,0.026736974716186523,0.0499727725982666,0.05656695365905762,0.06726932525634766,0.058486223220825195
86,9,12,17,20,23,3.5345508203379334,3.6531483741995423,4.280858239624905,5.310109835071874,5.424591012423089,0.9314970934028314,0.9920628710735305,1.121195390786795,1.4109344704016775,1.350467016837488,0.027227163314819336,0.046990394592285156,0.07838106155395508,0.07304167747497559,0.08481383323669434
87,10,11,15,16,17,3.8684773285944494,3.9766776033105766,4.358083586484051,4.286633491364834,4.516400877932054,0.9770168854477594,1.0656492335674932,1.1734835846277138,1.1482587860538398,1.1593024308626974,0.023760318756103516,0.13423490524291992,0.06458210945129395,0.06847214698791504,0.07091450691223145
88,8,12,14,15,24,3.7729946155399223,3.880510038651114,3.9711695899515083,4.080293668392639,5.027574490716802,0.9513087599145146,1.0802130002942998,1.1280832127256015,1.1476013164072916,1.2738350354246224,0.02946186065673828,0.04308319091796875,0.07073211669921875,0.0673074722290039,0.07415366172790527
89,10,16,23,25,27,3.9649850006230816,4.829832232283988,5.565652808182087,5.801482776980262,5.810791304840386,1.064302050355892,1.4680643450105475,1.4915559225179682,1.4824356977234834,1.6230720749238128,0.0309903621673584,0.04643964767456055,0.15580201148986816,0.07173013687133789,0.07438182830810547
90,9,12,29,32,35,3.7709575168877003,3.905102222395567,5.753348352167815,5.533432934435398,5.823784980025178,1.0259084599485415,1.081495850869992,1.54102918832876,1.5588990577770891,1.608334194519379,0.030194997787475586,0.05022573471069336,0.0826411247253418,0.08865642547607422,0.08974409103393555
91,9,15,22,27,32,3.944850256494801,4.396805192906693,5.400683792301488,5.8174814052731785,6.460481125108373,1.0101965966752096,1.1658194426010613,1.373107600111445,1.4998985574682175,1.6482884802068172,0.03991103172302246,0.14272236824035645,0.07731056213378906,0.08416914939880371,0.08927464485168457
92,8,12,33,36,37,3.9244285226628093,4.308697074871096,6.411412775052803,6.5673957174905215,6.674659751221758,0.9846093081953181,1.1238267855518596,1.7906445043378618,1.8151923696824772,1.8261937781679982,0.03315329551696777,0.05471658706665039,0.07483100891113281,0.08113956451416016,0.08813953399658203
93,10,12,25,26,27,3.8791197378666746,4.253017305997324,6.093242789275782,5.79745887520662,5.908794371159541,1.0456900240153615,1.1362774209865723,1.518232048547631,1.606972213413836,1.6175944114885727,0.026885986328125,0.04967784881591797,0.0747675895690918,0.17311763763427734,0.08177638053894043
94,8,13,23,23,23,3.465096677667296,3.88537007322549,5.835328196284828,5.228846471814137,5.277327156820946,0.8800327498183089,1.0229663186393931,1.3590994007598025,1.280209843389432,1.278913490865154,0.025029897689819336,0.04085826873779297,0.05964088439941406,0.06243157386779785,0.06447076797485352
